2025-01-24 09:50:42,628 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-24 09:50:42,675 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-24 09:50:42,678 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-01-24 09:50:42,679 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-01-24 09:50:42,682 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-24 09:50:42,683 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-24 09:50:42,684 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-24 09:50:42,686 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-24 09:50:42,690 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-24 09:50:42,691 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-24 09:50:42,692 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-24 09:50:42,696 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-24 09:59:25,683 INFO  SwAddin.cs: 294 - Assembly export called for file AG.SLDASM
2025-01-24 09:59:26,947 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-24 09:59:27,067 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-24 09:59:27,087 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from AG.SLDASM
2025-01-24 09:59:27,093 INFO  ExportHelperExtension.cs: 1136 - Found 65 in AG.SLDASM
2025-01-24 09:59:27,095 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in AG.SLDASM
2025-01-24 09:59:27,095 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-24 09:59:27,098 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2025-01-24 09:59:27,099 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dunker-motor-3
2025-01-24 09:59:27,100 INFO  ExportHelperExtension.cs: 1136 - Found 33 in dunker-motor-3
2025-01-24 09:59:27,101 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dunker-motor-3
2025-01-24 09:59:27,101 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Cover-1
2025-01-24 09:59:27,102 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Cover-1
2025-01-24 09:59:27,102 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Cover-1
2025-01-24 09:59:27,102 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-holder-3
2025-01-24 09:59:27,103 INFO  ExportHelperExtension.cs: 1136 - Found 33 in motor-holder-3
2025-01-24 09:59:27,103 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-holder-3
2025-01-24 09:59:27,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-holder-4
2025-01-24 09:59:27,105 INFO  ExportHelperExtension.cs: 1136 - Found 33 in motor-holder-4
2025-01-24 09:59:27,105 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-holder-4
2025-01-24 09:59:27,105 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-holder-5
2025-01-24 09:59:27,106 INFO  ExportHelperExtension.cs: 1136 - Found 33 in motor-holder-5
2025-01-24 09:59:27,106 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-holder-5
2025-01-24 09:59:27,107 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lidar-1
2025-01-24 09:59:27,107 INFO  ExportHelperExtension.cs: 1136 - Found 58 in lidar-1
2025-01-24 09:59:27,108 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lidar-1
2025-01-24 09:59:27,108 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sair-1
2025-01-24 09:59:27,109 INFO  ExportHelperExtension.cs: 1136 - Found 25 in sair-1
2025-01-24 09:59:27,111 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in sair-1
2025-01-24 09:59:27,112 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-holder-2
2025-01-24 09:59:27,194 INFO  ExportHelperExtension.cs: 1136 - Found 33 in motor-holder-2
2025-01-24 09:59:27,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-holder-2
2025-01-24 09:59:27,195 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body-1
2025-01-24 09:59:27,197 INFO  ExportHelperExtension.cs: 1136 - Found 64 in body-1
2025-01-24 09:59:27,197 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body-1
2025-01-24 09:59:27,199 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rim1-1
2025-01-24 09:59:27,200 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Rim1-1
